position_number,position_description,name,dob,nationality,value
36,Centre-Forward,Muhammed Kiprit,"Jul 9, 1999 (21)",Turkey / Germany,£315Th.
1,Goalkeeper,Oliver Baumann,"Jun 2, 1990 (30)",Germany,£4.95m
12,Goalkeeper,Philipp Pentke,"May 1, 1985 (35)",Germany,£270Th.
37,Goalkeeper,Luca Philipp,"Nov 28, 2000 (19)",Germany,£45Th.
38,Centre-Back,Stefan Posch,"May 14, 1997 (23)",Austria,£9.90m
22,Centre-Back,Kevin Vogt,"Sep 23, 1991 (28)",Germany,£6.30m
21,Centre-Back,Benjamin Hübner,"Jul 4, 1989 (31)",Germany,£4.32m
25,Centre-Back,Kevin Akpoguma,"Apr 19, 1995 (25)",Germany / Nigeria,£4.32m
15,Centre-Back,Kasim Adams,"Jun 22, 1995 (25)",Ghana,£2.88m
4,Centre-Back,Ermin Bicakcic,"Jan 24, 1990 (30)",Bosnia-Herzegovina / Germany,£2.52m
6,Centre-Back,Havard Nordtveit,"Jun 21, 1990 (30)",Norway,£1.44m
32,Centre-Back,Melayro Bogarde,"May 28, 2002 (18)",Netherlands / Suriname,£900Th.
5,Left-Back,Konstantinos Stafylidis,"Dec 2, 1993 (26)",Greece,£2.16m
3,Right-Back,Pavel Kaderabek,"Apr 25, 1992 (28)",Czech Republic,£12.15m
2,Right-Back,Joshua Brenet,"Mar 20, 1994 (26)",Netherlands / Curacao,£2.16m
11,Defensive Midfield,Florian Grillitsch,"Aug 7, 1995 (25)",Austria,£18.00m
18,Defensive Midfield,Diadie Samassékou,"Jan 11, 1996 (24)",Mali,£10.80m
8,Central Midfield,Dennis Geiger,"Jun 10, 1998 (22)",Germany,£9.90m
41,Central Midfield,Ilay Elmkies,"Mar 10, 2000 (20)",Israel,£473Th.
14,Attacking Midfield,Christoph Baumgartner,"Aug 1, 1999 (21)",Austria,£10.80m
20,Attacking Midfield,Mijat Gacinovic,"Feb 8, 1995 (25)",Serbia / Bosnia-Herzegovina,£6.30m
7,Left Winger,Jacob Bruun Larsen,"Sep 19, 1998 (21)",Denmark,£9.90m
23,Left Winger,Sargis Adamyan,"May 23, 1993 (27)",Armenia,£3.60m
-,Left Winger,Felipe Pires,"Apr 18, 1995 (25)",Brazil,£653Th.
29,Right Winger,Robert Skov,"May 20, 1996 (24)",Denmark,£12.60m
9,Right Winger,Ihlas Bebou,"Apr 23, 1994 (26)",Togo / Germany,£7.20m
27,Centre-Forward,Andrej Kramaric,"Jun 19, 1991 (29)",Croatia,£27.45m
19,Centre-Forward,Ishak Belfodil,"Jan 12, 1992 (28)",Algeria / France,£10.80m
10,Centre-Forward,Munas Dabbur,"May 14, 1992 (28)",Israel,£7.20m
33,Centre-Forward,João Klauss,"Mar 1, 1997 (23)",Brazil / Italy,£1.80m
35,Centre-Forward,Maximilian Beier,"Oct 17, 2002 (17)",Germany,£1.35m
1,Goalkeeper,Koen Casteels,"Jun 25, 1992 (28)",Belgium,£9.45m
12,Goalkeeper,Pavao Pervan,"Nov 13, 1987 (32)",Austria,£585Th.
30,Goalkeeper,Niklas Klinger,"Oct 13, 1995 (24)",Germany,£90Th.
35,Goalkeeper,Lino Kasten,"Jan 17, 2001 (19)",Germany,
25,Centre-Back,John Anthony Brooks,"Jan 28, 1993 (27)",United States / Germany,£10.80m
34,Centre-Back,Marin Pongracic,"Sep 11, 1997 (22)",Croatia / Germany,£9.00m
32,Centre-Back,Marcel Tisserand,"Jan 10, 1993 (27)",DR Congo / France,£5.40m
5,Centre-Back,Jeffrey Bruma,"Nov 13, 1991 (28)",Netherlands / Suriname,£2.25m
3,Centre-Back,Maxence Lacroix,"Apr 6, 2000 (20)",France / Guadeloupe,£900Th.
15,Left-Back,Jérôme Roussillon,"Jan 6, 1993 (27)",France / Guadeloupe,£14.40m
6,Left-Back,Paulo Otávio,"Nov 23, 1994 (25)",Brazil,£720Th.
2,Right-Back,William,"Apr 3, 1995 (25)",Brazil,£9.90m
19,Right-Back,Kevin Mbabu,"Apr 19, 1995 (25)",Switzerland / DR Congo,£7.65m
23,Defensive Midfield,Josuha Guilavogui,"Sep 19, 1990 (29)",France / Guinea,£9.90m
4,Defensive Midfield,Ignacio Camacho,"May 4, 1990 (30)",Spain,£900Th.
24,Central Midfield,Xaver Schlager,"Sep 28, 1997 (22)",Austria,£15.30m
27,Central Midfield,Maximilian Arnold,"May 27, 1994 (26)",Germany,£15.30m
31,Central Midfield,Yannick Gerhardt,"Mar 13, 1994 (26)",Germany,£6.12m
10,Attacking Midfield,Yunus Malli,"Feb 24, 1992 (28)",Turkey / Germany,£2.52m
43,Attacking Midfield,Julian Justvan,"Apr 2, 1998 (22)",Germany,£158Th.
7,Left Winger,Josip Brekalo,"Jun 23, 1998 (22)",Croatia,£12.15m
40,Left Winger,João Victor,"Mar 27, 1994 (26)",Brazil,£3.15m
-,Left Winger,John Yeboah,"Jun 23, 2000 (20)",Germany / Ghana,£518Th.
8,Right Winger,Renato Steffen,"Nov 3, 1991 (28)",Switzerland,£3.60m
11,Right Winger,Felix Klaus,"Sep 13, 1992 (27)",Germany,£2.16m
14,Second Striker,Admir Mehmedi,"Mar 16, 1991 (29)",Switzerland / North Macedonia,£7.20m
9,Centre-Forward,Wout Weghorst,"Aug 7, 1992 (28)",Netherlands,£27.00m
33,Centre-Forward,Daniel Ginczek,"Apr 13, 1991 (29)",Germany,£8.10m
21,Centre-Forward,Bartosz Bialek,"Nov 11, 2001 (18)",Poland,£2.70m
29,Centre-Forward,Omar Marmoush,"Feb 7, 1999 (21)",Egypt / Canada,£360Th.
23,Goalkeeper,Markus Schubert,"Jun 12, 1998 (22)",Germany,£1.62m
1,Goalkeeper,Ralf Fährmann,"Sep 27, 1988 (31)",Germany,£1.44m
34,Goalkeeper,Michael Langer,"Jan 6, 1985 (35)",Austria,£90Th.
4,Centre-Back,Ozan Kabak,"Mar 25, 2000 (20)",Turkey,£26.10m
5,Centre-Back,Matija Nastasic,"Mar 28, 1993 (27)",Serbia,£11.70m
17,Centre-Back,Benjamin Stambouli,"Aug 13, 1990 (30)",France / Algeria,£8.55m
26,Centre-Back,Salif Sané,"Aug 25, 1990 (30)",Senegal / France,£8.55m
31,Centre-Back,Timo Becker,"Mar 25, 1997 (23)",Germany,£900Th.
33,Centre-Back,Malick Thiaw,"Aug 8, 2001 (19)",Finland,£630Th.
24,Left-Back,Bastian Oczipka,"Jan 12, 1989 (31)",Germany,£2.88m
3,Left-Back,Hamza Mendyl,"Oct 21, 1997 (22)",Morocco / Cote d'Ivoire,£2.52m
6,Defensive Midfield,Omar Mascarell,"Feb 2, 1993 (27)",Spain,£9.90m
13,Defensive Midfield,Sebastian Rudy,"Feb 28, 1990 (30)",Germany,£4.68m
2,Central Midfield,Weston McKennie,"Aug 28, 1998 (22)",United States,£18.00m
8,Central Midfield,Suat Serdar,"Apr 11, 1997 (23)",Germany / Turkey,£18.00m
10,Central Midfield,Nabil Bentaleb,"Nov 24, 1994 (25)",Algeria / France,£3.60m
16,Central Midfield,Nassim Boujellab,"Jun 20, 1999 (21)",Morocco / Germany,£900Th.
43,Central Midfield,Jonas Hofmann,"Feb 7, 1997 (23)",Germany,£158Th.
28,Right Midfield,Alessandro Schöpf,"Feb 7, 1994 (26)",Austria,£3.60m
25,Attacking Midfield,Amine Harit,"Jun 18, 1997 (23)",Morocco / France,£21.60m
40,Attacking Midfield,Can Bozdogan,"Apr 5, 2001 (19)",Germany / Turkey,£900Th.
37,Attacking Midfield,Levent Mercan,"Dec 10, 2000 (19)",Germany,£810Th.
29,Attacking Midfield,Nick Taitague,"Feb 17, 1999 (21)",United States,£45Th.
9,Left Winger,Benito Raman,"Nov 7, 1994 (25)",Belgium,£7.20m
14,Right Winger,Rabbi Matondo,"Sep 9, 2000 (19)",Wales / England,£7.20m
22,Right Winger,Steven Skrzybski,"Nov 18, 1992 (27)",Germany,£1.44m
7,Second Striker,Mark Uth,"Aug 24, 1991 (29)",Germany,£6.75m
15,Centre-Forward,Ahmed Kutucu,"Mar 1, 2000 (20)",Turkey / Germany,£4.86m
19,Centre-Forward,Guido Burgstaller,"Apr 29, 1989 (31)",Austria,£1.62m
1,Goalkeeper,Kevin Trapp,"Jul 8, 1990 (30)",Germany,£7.20m
32,Goalkeeper,Frederik Rönnow,"Aug 4, 1992 (28)",Denmark,£2.16m
29,Goalkeeper,Felix Wiedwald,"Mar 15, 1990 (30)",Germany,£428Th.
2,Centre-Back,Evan N'Dicka,"Aug 20, 1999 (21)",France / Cameroon,£20.25m
13,Centre-Back,Martin Hinteregger,"Sep 7, 1992 (27)",Austria,£13.05m
-,Centre-Back,Simon Falette,"Feb 19, 1992 (28)",Guinea / France,£1.80m
35,Centre-Back,Tuta,"Jul 4, 1999 (21)",Brazil,£1.80m
19,Centre-Back,David Abraham,"Jul 15, 1986 (34)",Argentina / Italy,£1.08m
30,Centre-Back,Fynn Otto,"Mar 8, 2002 (18)",Germany,£180Th.
36,Centre-Back,Yannick Brugger,"Jan 17, 2001 (19)",Germany,
16,Left-Back,Jetro Willems,"Mar 30, 1994 (26)",Netherlands / Curacao,£4.95m
25,Left-Back,Erik Durm,"May 12, 1992 (28)",Germany,£1.44m
24,Right-Back,Danny da Costa,"Jul 13, 1993 (27)",Germany / Angola,£7.20m
18,Right-Back,Almamy Touré,"Apr 28, 1996 (24)",France / Mali,£5.85m
22,Right-Back,Timothy Chandler,"Mar 29, 1990 (30)",United States / Germany,£2.16m
3,Defensive Midfield,Stefan Ilsanker,"May 18, 1989 (31)",Austria,£2.16m
20,Defensive Midfield,Makoto Hasebe,"Jan 18, 1984 (36)",Japan,£720Th.
26,Defensive Midfield,Nils Stendera,"Sep 30, 2000 (19)",Germany,£180Th.
8,Central Midfield,Djibril Sow,"Feb 6, 1997 (23)",Switzerland / Senegal,£8.55m
28,Central Midfield,Dominik Kohr,"Jan 31, 1994 (26)",Germany,£6.12m
17,Central Midfield,Sebastian Rode,"Oct 11, 1990 (29)",Germany,£4.50m
42,Central Midfield,Marijan Cavar,"Feb 2, 1998 (22)",Bosnia-Herzegovina / Croatia,£315Th.
37,Central Midfield,Lukas Fahrnberger,"Jan 8, 2001 (19)",Austria,
10,Left Midfield,Filip Kostic,"Nov 1, 1992 (27)",Serbia,£28.80m
11,Left Midfield,Steven Zuber,"Aug 17, 1991 (29)",Switzerland,£4.05m
15,Attacking Midfield,Daichi Kamada,"Aug 5, 1996 (24)",Japan,£10.80m
27,Attacking Midfield,Aymen Barkok,"May 21, 1998 (22)",Germany / Morocco,£1.17m
33,Centre-Forward,André Silva,"Nov 6, 1995 (24)",Portugal,£21.60m
39,Centre-Forward,Gonçalo Paciência,"Aug 1, 1994 (26)",Portugal,£10.80m
9,Centre-Forward,Bas Dost,"May 31, 1989 (31)",Netherlands,£5.85m
21,Centre-Forward,Ragnar Ache,"Jul 28, 1998 (22)",Germany / Ghana,£810Th.
38,Centre-Forward,Jabez Makanda,"Aug 8, 2001 (19)",Angola / Germany,£180Th.
1,Goalkeeper,Jiri Pavlenka,"Apr 14, 1992 (28)",Czech Republic,£5.85m
27,Goalkeeper,Stefanos Kapino,"Mar 18, 1994 (26)",Greece,£720Th.
38,Goalkeeper,Eduardo Dos Santos Haesler,"Feb 10, 1999 (21)",Germany / Brazil,£90Th.
13,Centre-Back,Milos Veljkovic,"Sep 26, 1995 (24)",Serbia / Switzerland,£4.68m
21,Centre-Back,Ömer Toprak,"Jul 21, 1989 (31)",Turkey / Germany,£3.15m
32,Centre-Back,Marco Friedl,"Mar 16, 1998 (22)",Austria,£2.88m
18,Centre-Back,Niklas Moisander,"Sep 29, 1985 (34)",Finland,£1.08m
36,Centre-Back,Christian Groß,"Feb 8, 1989 (31)",Germany,£270Th.
5,Left-Back,Ludwig Augustinsson,"Apr 21, 1994 (26)",Sweden,£8.55m
17,Left-Back,Felix Agu,"Sep 27, 1999 (20)",Germany / Nigeria,£1.62m
23,Right-Back,Theodor Gebre Selassie,"Dec 24, 1986 (33)",Czech Republic / Ethiopia,£1.26m
26,Right-Back,Simon Straudi,"Jan 27, 1999 (21)",Italy,£180Th.
29,Defensive Midfield,Patrick Erras,"Jan 21, 1995 (25)",Germany,£1.08m
34,Defensive Midfield,Jean Manuel Mbom,"Feb 24, 2000 (20)",Germany / Cameroon,£405Th.
-,Defensive Midfield,Ole Käuper,"Jan 9, 1997 (23)",Germany,£225Th.
28,Defensive Midfield,Ilia Gruev,"May 6, 2000 (20)",Bulgaria / Germany,£180Th.
35,Central Midfield,Maximilian Eggestein,"Dec 8, 1996 (23)",Germany,£11.70m
30,Central Midfield,Davy Klaassen,"Feb 21, 1993 (27)",Netherlands,£10.80m
6,Central Midfield,Kevin Möhwald,"Jul 3, 1993 (27)",Germany,£1.80m
20,Central Midfield,Romano Schmid,"Jan 27, 2000 (20)",Austria,£1.80m
-,Central Midfield,Thore Jacobsen,"Apr 19, 1997 (23)",Germany,£248Th.
10,Attacking Midfield,Leonardo Bittencourt,"Dec 19, 1993 (26)",Germany / Brazil,£4.32m
-,Attacking Midfield,Johan Mina,"May 15, 2002 (18)",Ecuador,£270Th.
7,Left Winger,Milot Rashica,"Jun 28, 1996 (24)",Kosovo / Albania,£19.80m
16,Left Winger,Oscar Schönfelder,"Feb 5, 2001 (19)",Germany,£225Th.
22,Right Winger,Tahith Chong,"Dec 4, 1999 (20)",Netherlands / Curacao,£5.67m
24,Right Winger,Johannes Eggestein,"May 8, 1998 (22)",Germany,£2.25m
-,Right Winger,Martin Harnik,"Jun 10, 1987 (33)",Austria / Germany,£900Th.
19,Centre-Forward,Josh Sargent,"Feb 20, 2000 (20)",United States,£6.03m
9,Centre-Forward,Davie Selke,"Jan 20, 1995 (25)",Germany,£4.50m
8,Centre-Forward,Yuya Osako,"May 18, 1990 (30)",Japan,£3.15m
11,Centre-Forward,Niclas Füllkrug,"Feb 9, 1993 (27)",Germany,£3.15m
41,Centre-Forward,Nick Woltemade,"Feb 14, 2002 (18)",Germany,£900Th.
40,Goalkeeper,Tomas Koubek,"Aug 26, 1992 (28)",Czech Republic,£3.15m
1,Goalkeeper,Rafal Gikiewicz,"Oct 26, 1987 (32)",Poland,£1.08m
39,Goalkeeper,Benjamin Leneis,"Mar 8, 1999 (21)",Germany,£180Th.
19,Centre-Back,Felix Uduokhai,"Sep 9, 1997 (22)",Germany / Nigeria,£9.00m
6,Centre-Back,Jeffrey Gouweleeuw,"Jul 10, 1991 (29)",Netherlands,£8.55m
36,Centre-Back,Reece Oxford,"Dec 16, 1998 (21)",England / Jamaica,£2.07m
5,Centre-Back,Marek Suchy,"Mar 29, 1988 (32)",Czech Republic,£1.26m
31,Left-Back,Philipp Max,"Sep 30, 1993 (26)",Germany,£13.50m
22,Left-Back,Iago,"Mar 23, 1997 (23)",Brazil / Italy,£3.60m
3,Left-Back,Mads Pedersen,"Sep 1, 1996 (23)",Denmark,£653Th.
32,Right-Back,Raphael Framberger,"Sep 6, 1995 (24)",Germany,£1.08m
26,Right-Back,Simon Asta,"Jan 25, 2001 (19)",Germany,£225Th.
8,Defensive Midfield,Rani Khedira,"Jan 27, 1994 (26)",Germany / Tunisia,£7.20m
33,Defensive Midfield,Tobias Strobl,"May 12, 1990 (30)",Germany,£3.15m
25,Defensive Midfield,Carlos Gruezo,"Apr 19, 1995 (25)",Ecuador,£2.70m
4,Defensive Midfield,Felix Götze,"Feb 11, 1998 (22)",Germany,£653Th.
29,Central Midfield,Eduard Löwen,"Jan 28, 1997 (23)",Germany / Russia,£4.95m
14,Central Midfield,Jan Morávek,"Nov 1, 1989 (30)",Czech Republic,£540Th.
20,Right Midfield,Daniel Caligiuri,"Jan 15, 1988 (32)",Italy / Germany,£3.60m
34,Right Midfield,Georg Teigl,"Feb 9, 1991 (29)",Austria,£495Th.
24,Attacking Midfield,Fredrik Jensen,"Sep 9, 1997 (22)",Finland,£1.80m
16,Left Winger,Ruben Vargas,"Aug 5, 1998 (22)",Switzerland / Dominican Republic,£8.10m
23,Right Winger,Marco Richter,"Nov 24, 1997 (22)",Germany,£7.20m
28,Right Winger,André Hahn,"Aug 13, 1990 (30)",Germany,£1.44m
17,Right Winger,Noah Sarenren Bazee,"Aug 21, 1996 (24)",Nigeria / Germany,£1.35m
11,Second Striker,Michael Gregoritsch,"Apr 18, 1994 (26)",Austria,£4.95m
7,Centre-Forward,Florian Niederlechner,"Oct 24, 1990 (29)",Germany,£9.00m
27,Centre-Forward,Alfred Finnbogason,"Feb 1, 1989 (31)",Iceland,£4.95m
-,Centre-Forward,Julian Schieber,"Feb 13, 1989 (31)",Germany,£540Th.
35,Centre-Forward,Seong-hoon Cheon,"Sep 21, 2000 (19)","Korea, South",£225Th.
1,Goalkeeper,Florian Müller,"Nov 13, 1997 (22)",Germany,£3.60m
27,Goalkeeper,Robin Zentner,"Oct 28, 1994 (25)",Germany,£2.88m
33,Goalkeeper,Omer Hanin,"May 14, 1998 (22)",Israel / Portugal,£270Th.
37,Goalkeeper,Finn Dahmen,"Mar 27, 1998 (22)",Germany / England,£135Th.
41,Goalkeeper,Marius Liesegang,"Jan 7, 2000 (20)",Germany,£45Th.
19,Centre-Back,Moussa Niakhaté,"Mar 8, 1996 (24)",France / Mali,£9.90m
4,Centre-Back,Jeremiah St. Juste,"Oct 19, 1996 (23)",Netherlands / St. Kitts & Nevis,£6.30m
16,Centre-Back,Stefan Bell,"Aug 24, 1991 (29)",Germany,£1.26m
15,Centre-Back,Luca Kilian,"Sep 1, 1999 (20)",Germany,£1.17m
42,Centre-Back,Alexander Hack,"Sep 8, 1993 (26)",Germany,£900Th.
13,Centre-Back,Dimitri Lavalée,"Jan 13, 1997 (23)",Belgium,£720Th.
3,Left-Back,Aarón Martín,"Apr 22, 1997 (23)",Spain,£9.45m
34,Right-Back,Ridle Baku,"Apr 8, 1998 (22)",Germany / DR Congo,£6.30m
18,Right-Back,Daniel Brosinski,"Jul 17, 1988 (32)",Germany,£1.80m
23,Right-Back,Phillipp Mwene,"Jan 29, 1994 (26)",Austria / Kenya,£720Th.
25,Defensive Midfield,Niklas Tauer,"Feb 17, 2001 (19)",Germany,£180Th.
14,Central Midfield,Pierre Kunde Malong,"Jul 26, 1995 (25)",Cameroon,£7.20m
20,Central Midfield,Edimilson Fernandes,"Apr 15, 1996 (24)",Switzerland / Portugal,£4.95m
35,Central Midfield,Leandro Barreiro,"Jan 3, 2000 (20)",Luxembourg / Portugal,£3.60m
6,Central Midfield,Danny Latza,"Dec 7, 1989 (30)",Germany,£2.52m
24,Central Midfield,Merveille Papela,"Jan 18, 2001 (19)",Germany,£90Th.
8,Right Midfield,Levin Öztunali,"Mar 15, 1996 (24)",Germany / Turkey,£2.52m
5,Attacking Midfield,Jean-Paul Boëtius,"Mar 22, 1994 (26)",Netherlands / Suriname,£4.32m
26,Right Winger,Paul Nebel,"Oct 10, 2002 (17)",Germany,
7,Second Striker,Robin Quaison,"Oct 9, 1993 (26)",Sweden / Ghana,£9.45m
9,Centre-Forward,Jean-Philippe Mateta,"Jun 28, 1997 (23)",France / DR Congo,£15.75m
21,Centre-Forward,Karim Onisiwo,"Mar 17, 1992 (28)",Austria,£3.15m
29,Centre-Forward,Jonathan Burkardt,"Jul 11, 2000 (20)",Germany,£1.62m
28,Centre-Forward,Ádám Szalai,"Dec 9, 1987 (32)",Hungary,£1.44m
11,Centre-Forward,Dong-won Ji,"May 28, 1991 (29)","Korea, South",£1.26m
22,Centre-Forward,Issah Abass,"Sep 26, 1998 (21)",Ghana,£720Th.
30,Centre-Forward,Cyrill Akono,"Feb 29, 2000 (20)",Germany / Cameroon,£405Th.
36,Centre-Forward,Suliman Mustapha,"May 24, 2001 (19)",Austria,
26,Goalkeeper,Mark Flekken,"Jun 13, 1993 (27)",Netherlands,£855Th.
1,Goalkeeper,Benjamin Uphoff,"Aug 8, 1993 (27)",Germany,£428Th.
40,Goalkeeper,Niclas Thiede,"Apr 14, 1999 (21)",Germany,£180Th.
46,Goalkeeper,Constantin Frommann,"May 27, 1998 (22)",Germany,£135Th.
3,Centre-Back,Philipp Lienhart,"Jul 11, 1996 (24)",Austria,£10.80m
23,Centre-Back,Dominique Heintz,"Aug 15, 1993 (27)",Germany,£7.20m
31,Centre-Back,Keven Schlotterbeck,"Apr 28, 1997 (23)",Germany,£3.15m
5,Centre-Back,Manuel Gulde,"Feb 12, 1991 (29)",Germany,£2.16m
30,Left-Back,Christian Günter,"Feb 28, 1993 (27)",Germany,£8.55m
24,Left-Back,Luca Itter,"Jan 5, 1999 (21)",Germany,£1.62m
7,Right-Back,Jonathan Schmid,"Jun 22, 1990 (30)",France,£3.60m
17,Right-Back,Lukas Kübler,"Aug 30, 1992 (28)",Germany,£1.80m
20,Right-Back,Mohamed Dräger,"Jun 25, 1996 (24)",Tunisia / Germany,£1.44m
27,Defensive Midfield,Nicolas Höfler,"Mar 9, 1990 (30)",Germany,£3.15m
6,Defensive Midfield,Amir Abrashi,"Mar 27, 1990 (30)",Albania / Switzerland,£1.44m
36,Defensive Midfield,Yannik Keitel,"Feb 15, 2000 (20)",Germany,£540Th.
19,Central Midfield,Janik Haberer,"Apr 2, 1994 (26)",Germany,£7.20m
34,Central Midfield,Lino Tempelmann,"Feb 2, 1999 (21)",Germany,£473Th.
32,Left Winger,Vincenzo Grifo,"Apr 7, 1993 (27)",Italy / Germany,£5.85m
13,Left Winger,Marco Terrazzino,"Apr 15, 1991 (29)",Germany / Italy,£720Th.
38,Left Winger,Florian Kath,"Oct 21, 1994 (25)",Germany,£360Th.
22,Right Winger,Roland Sallai,"May 22, 1997 (23)",Hungary,£3.15m
28,Right Winger,Chang-hoon Kwon,"Jun 30, 1994 (26)","Korea, South",£2.88m
29,Right Winger,Woo-yeong Jeong,"Sep 20, 1999 (20)","Korea, South",£1.62m
21,Right Winger,Brandon Borrello,"Jul 25, 1995 (25)",Australia / Italy,£855Th.
18,Centre-Forward,Nils Petersen,"Dec 6, 1988 (31)",Germany,£5.85m
9,Centre-Forward,Lucas Höler,"Jul 10, 1994 (26)",Germany,£3.60m
11,Centre-Forward,Ermedin Demirovic,"Mar 25, 1998 (22)",Bosnia-Herzegovina / Germany,£2.70m
1,Goalkeeper,Timo Horn,"May 12, 1993 (27)",Germany,£3.60m
16,Goalkeeper,Ron-Robert Zieler,"Feb 12, 1989 (31)",Germany,£1.80m
32,Goalkeeper,Julian Krahl,"Jan 22, 2000 (20)",Germany,£180Th.
33,Centre-Back,Sebastiaan Bornauw,"Mar 22, 1999 (21)",Belgium,£9.90m
22,Centre-Back,Jorge Meré,"Apr 17, 1997 (23)",Spain,£4.32m
5,Centre-Back,Rafael Czichos,"May 14, 1990 (30)",Germany,£1.53m
-,Centre-Back,Frederik Sörensen,"Apr 14, 1992 (28)",Denmark,£1.08m
-,Centre-Back,Lasse Sobiech,"Jan 18, 1991 (29)",Germany,£855Th.
-,Centre-Back,João Queirós,"Apr 22, 1998 (22)",Portugal,£405Th.
4,Centre-Back,Robert Voloder,"May 9, 2001 (19)",Germany,£225Th.
26,Centre-Back,Sava-Arangel Cestic,"Feb 19, 2001 (19)",Serbia / Germany,
3,Left-Back,Noah Katterbach,"Apr 13, 2001 (19)",Germany,£5.67m
23,Left-Back,Jannes Horn,"Feb 6, 1997 (23)",Germany,£1.44m
19,Right-Back,Kingsley Ehizibue,"May 25, 1995 (25)",Nigeria / Netherlands,£1.80m
2,Right-Back,Benno Schmitz,"Nov 17, 1994 (25)",Germany,£720Th.
14,Defensive Midfield,Jonas Hector,"May 27, 1990 (30)",Germany,£6.12m
28,Defensive Midfield,Ellyes Skhiri,"May 10, 1995 (25)",Tunisia / France,£6.12m
6,Defensive Midfield,Marco Höger,"Sep 16, 1989 (30)",Germany,£1.26m
20,Central Midfield,Elvis Rexhbecaj,"Nov 1, 1997 (22)",Germany / Kosovo,£3.60m
21,Central Midfield,Salih Özcan,"Jan 11, 1998 (22)",Germany,£2.43m
17,Right Midfield,Christian Clemens,"Aug 4, 1991 (29)",Germany,£1.26m
24,Attacking Midfield,Dominick Drexler,"May 26, 1990 (30)",Germany,£2.88m
13,Attacking Midfield,Louis Schaub,"Dec 29, 1994 (25)",Austria / Germany,£1.80m
38,Attacking Midfield,Jens Castrop,"Jul 29, 2003 (17)",Germany,
8,Left Winger,Ismail Jakobs,"Aug 17, 1999 (21)",Germany / Senegal,£4.50m
11,Left Winger,Florian Kainz,"Oct 24, 1992 (27)",Austria,£2.16m
29,Right Winger,Jan Thielmann,"May 26, 2002 (18)",Germany,£2.07m
25,Right Winger,Tim Lemperle,"Feb 5, 2002 (18)",Germany,£270Th.
15,Centre-Forward,Jhon Córdoba,"May 11, 1993 (27)",Colombia,£10.80m
27,Centre-Forward,Anthony Modeste,"Apr 14, 1988 (32)",France / Martinique,£2.88m
1,Goalkeeper,Gregor Kobel,"Dec 6, 1997 (22)",Switzerland,£3.60m
33,Goalkeeper,Fabian Bredlow,"Mar 2, 1995 (25)",Germany,£360Th.
13,Goalkeeper,Jens Grahl,"Sep 22, 1988 (31)",Germany,£225Th.
2,Centre-Back,Waldemar Anton,"Jul 20, 1996 (24)",Germany / Uzbekistan,£4.95m
4,Centre-Back,Marc Oliver Kempf,"Jan 28, 1995 (25)",Germany,£3.60m
5,Centre-Back,Konstantinos Mavropanos,"Dec 11, 1997 (22)",Greece,£2.16m
35,Centre-Back,Marcin Kaminski,"Jan 15, 1992 (28)",Poland,£1.80m
17,Centre-Back,Maxime Awoudja,"Feb 2, 1998 (22)",Germany / Togo,£450Th.
36,Centre-Back,Luca Mack,"May 25, 2000 (20)",Germany,£135Th.
26,Centre-Back,Antonis Aidonis,"May 22, 2001 (19)",Germany / Greece,-
24,Left-Back,Borna Sosa,"Jan 21, 1998 (22)",Croatia,£1.80m
39,Left-Back,Aílton,"Mar 16, 1995 (25)",Brazil,£810Th.
6,Left-Back,Clinton Mola,"Mar 15, 2001 (19)",England / DR Congo,£675Th.
-,Right-Back,Pablo Maffeo,"Jul 12, 1997 (23)",Spain,£2.16m
15,Right-Back,Pascal Stenzel,"Mar 20, 1996 (24)",Germany,£2.16m
3,Defensive Midfield,Wataru Endo,"Feb 9, 1993 (27)",Japan,£2.25m
16,Defensive Midfield,Atakan Karazor,"Oct 13, 1996 (23)",Germany,£900Th.
23,Central Midfield,Orel Mangala,"Mar 18, 1998 (22)",Belgium / DR Congo,£9.90m
8,Central Midfield,Gonzalo Castro,"Jun 11, 1987 (33)",Germany / Spain,£1.08m
11,Left Midfield,Erik Thommy,"Aug 20, 1994 (26)",Germany,£5.40m
10,Attacking Midfield,Daniel Didavi,"Feb 21, 1990 (30)",Germany / Benin,£1.80m
20,Attacking Midfield,Philipp Förster,"Feb 4, 1995 (25)",Germany,£1.80m
21,Attacking Midfield,Philipp Klement,"Sep 9, 1992 (27)",Germany,£1.44m
31,Attacking Midfield,Mateo Klimowicz,"Jul 6, 2000 (20)",Argentina / Germany,£810Th.
25,Attacking Midfield,Lilian Egloff,"Aug 20, 2002 (18)",Germany,£225Th.
22,Left Winger,Nicolás González,"Apr 6, 1998 (22)",Argentina,£8.10m
19,Left Winger,Darko Churlinov,"Jul 11, 2000 (20)",North Macedonia,£608Th.
7,Left Winger,Tanguy Coulibaly,"Feb 18, 2001 (19)",France,£405Th.
14,Right Winger,Silas Wamangituka,"Oct 6, 1999 (20)",DR Congo,£5.67m
30,Right Winger,Roberto Massimo,"Oct 12, 2000 (19)",Germany / Italy,£810Th.
29,Right Winger,Momo Cissé,"Oct 17, 2002 (17)",Guinea / France,
9,Centre-Forward,Sasa Kalajdzic,"Jul 7, 1997 (23)",Austria / Serbia,£1.80m
18,Centre-Forward,Hamadi Al Ghaddioui,"Sep 22, 1990 (29)",Morocco / Germany,£608Th.
